train_no,train_name,weekday,weekday_no
17619,AWB-NED WEEK,Sunday,6
17620,NED-AWB,Friday,4
17621,AWB-RU EXP,Saturday,5
17622,RU-AWB EXPRE,Tuesday,1
17623,NED-BKN WEEK,Sunday,6
17624,BKN-NED WEEK,Monday,0
17625,KCG-RAL PASS,Friday,4
17626,RAL-SC PASS,Sunday,6
17639,KCG-AK EXP,Wednesday,2
17640,AK-KCG  EXP,Thursday,3
17641,KCG-NRKR,Sunday,6
17642,NRKR-KCG,Saturday,5
17643,CGL-COA CIRC,Friday,4
17644,COA-CGL CIRC,Thursday,3
17651,CGL-KCG EXP,Thursday,3
17652,KCG-CGL  EXP,Sunday,6
17687,MMR-DAB MARA,Wednesday,2
17688,DAB-MMR MARA,Tuesday,1
18005,HWH-JDB EXPR,Friday,4
18006,JDB-KRPU-HWH,Saturday,5
18007,SHM-BPO SIML,Friday,4
18008,BPO-SHM SIML,Friday,4
18009,SRC - AII EX,Monday,0
18010,AII-SRC EXP,Thursday,3
18029,LTT-SHM-KURL,Friday,4
18030,SHM LTT KURL,Wednesday,2
18047,HWH-VSGAMARA,Saturday,5
18048,VSG HWH AMAR,Wednesday,2
18101,TATA  MURI -,Monday,0
18102,JAT MURI  TA,Sunday,6
18103,JALLIANWALA,Wednesday,2
18104,JALLIANWALAB,Tuesday,1
18107,ROU-KORAPUT,Wednesday,2
18108,KORAPUT ROU,Monday,0
18111,TATA - YPR E,Friday,4
18112,YPR - TATA E,Tuesday,1
18117,ROU-GNPR RAJ,Thursday,3
18118,GNPR-ROU RAJ,Wednesday,2
18181,TATA-CPR EXP,Friday,4
18182,CPR-TATA EXP,Monday,0
18183,TATA DANAPUR,Thursday,3
18184,DNR TATA EXP,Monday,0
18189,TATA-ROU-ALL,Monday,0
18190,TATA-ROU-ALL,Thursday,3
18191,CHHAPRA-CPA,Saturday,5
18192,CPA-CPR EXP,Friday,4
18201,DURG - NTV E,Friday,4
18202,NTV - DURG E,Friday,4
18203,DURG - CNB B,Wednesday,2
18204,CNB - DURG B,Saturday,5
18205,DURG - NTV E,Sunday,6
18206,NTV - DURG E,Tuesday,1
18207,DURG - AII E,Sunday,6
18208,AII  - DURG,Friday,4
18211,DURG - JDB E,Saturday,5
18212,JDB - DURG E,Tuesday,1
18213,DURG - JP EX,Thursday,3
18214,JP - DURG EX,Tuesday,1
18215,DURG - JAT E,Sunday,6
18216,JAT - DURG E,Wednesday,2
18233,INDB-BSP NAR,Wednesday,2
18234,BSP-INDB NAR,Saturday,5
18235,BPL-BSP EXP,Sunday,6
18236,BSP-BPL PASS,Saturday,5
18237,BSP-ASR CHHA,Tuesday,1
18238,ASR-BSP CHHA,Wednesday,2
18239,GAD-NGP SHIV,Tuesday,1
18240,NGP-BSP SHIV,Tuesday,1
18241,DURG-ABKP EX,Monday,0
18242,ABKP-DURG PA,Tuesday,1
18243,BSP-BGKT EXP,Wednesday,2
18244,BGKT-BSP EXP,Saturday,5
18245,BSP-BKN EXP,Thursday,3
18246,BKN-BSP EXP,Tuesday,1
18247,BSP-REWA,Saturday,5
18248,REWA-BSP,Sunday,6
18301,SBP-RGDA EXP,Wednesday,2
18302,RGDA-SBP EXP,Wednesday,2
18303,SBP-PURI INT,Friday,4
18304,PURI-SBP INT,Sunday,6
18309,SBP -MURI -,Wednesday,2
18310,JAT MURI SBP,Saturday,5
18311,SBP-BSB BI-W,Friday,4
18312,BSB-SBP BI-W,Wednesday,2
18401,PURI-OKHA WE,Tuesday,1
18402,OKHA-PURI WE,Wednesday,2
18403,CKP-BBN EXPR,Friday,4
18404,BBN-CKP EXPR,Tuesday,1
18405,PURI-ADI WEE,Monday,0
18406,ADI-PURI WEE,Thursday,3
18407,PURI-SNSI WE,Friday,4
18408,SNSI-PURI WE,Saturday,5
18409,SRIJAGANNATH,Saturday,5
18410,SRIJAGANNATH,Friday,4
18413,PRDP-PURI IN,Saturday,5
18414,PURI-PRDP IN,Friday,4
18415,BBN-PURI INT,Thursday,3
18416,PURI-BBN INT,Thursday,3
18419,PURI-JYG WEE,Thursday,3
18420,JYG-PURI WEE,Tuesday,1
18421,PURI-AII BI-,Tuesday,1
18422,AII-PURI BI-,Thursday,3
18425,PURI-DURG EX,Monday,0
18426,DURG - PURI,Wednesday,2
18437,BBS-JNRD LIN,Saturday,5
18438,JNRD-BBS LIN,Monday,0
18447,BBS-JDB HIRA,Sunday,6
18448,JDB-BBS HIRA,Tuesday,1
18449,PURI-PNBE BA,Monday,0
18450,PNBE-PURI BA,Thursday,3
18451,HTE-PURI TAP,Saturday,5
18452,PURI-HTE TAP,Saturday,5
18463,BBS-SBC PRAS,Sunday,6
18464,SBC-BBS PRAS,Saturday,5
18477,PURI-HW UTKA,Tuesday,1
18478,KALINGAUTKAL,Wednesday,2
18495,RMM-BBS WEEK,Sunday,6
18496,BBS-RMM WEEK,Sunday,6
18501,VSKP-GIMB WE,Monday,0
18502,GIMB-VSKP WE,Thursday,3
18503,VSKP-SNSI WE,Friday,4
18504,SNSI-VSKP WE,Wednesday,2
18507,VSKP-ASR HIR,Monday,0
18508,ASR-VSKP HIR,Sunday,6
18511,KRPU-VSKP BI,Saturday,5
18512,VSKP-KRPU BI,Tuesday,1
18517,KORBA-VSKP E,Monday,0
18518,VSKP-KORBA E,Wednesday,2
18519,VSKP-LTT EXP,Wednesday,2
18520,LTT-VSKP EXP,Sunday,6
18567,VSKP-QLN WEE,Friday,4
18568,QLN-VSKP WEE,Saturday,5
18573,VSKP-BGKT WE,Sunday,6
18574,BGKT-VSKP WE,Tuesday,1
18605,RNC JYG TRI,Sunday,6
18606,JYG RNC TRI,Friday,4
18609,RNC LTT EXPR,Monday,0
18610,LTT RNC WEEK,Thursday,3
18611,RNC BSB EXPR,Monday,0
18612,BSB RNC EXPR,Saturday,5
18613,RNC CPU EXPR,Saturday,5
18614,RNC CPU EXPR,Monday,0
18615,HWH-HTE KRII,Sunday,6
18616,HTE-HWH KRIY,Wednesday,2
18619,RNC DUMKA IN,Friday,4
18620,DUMKA RANCHI,Monday,0
18621,PATNA HATIA,Monday,0
18622,HATIA PATNA,Wednesday,2
18623,PATNA-HATIA,Sunday,6
18624,HATIA-PATNA,Tuesday,1
18625,PNBE-HTE EXP,Sunday,6
18626,HTE-PNBE EXP,Thursday,3
18631,RNC AII EXPR,Thursday,3
18632,AII RNC EXPR,Monday,0
18637,HTE - BNC WE,Tuesday,1
18638,BNC - HTE WE,Saturday,5
18645,HWH HYB EAST,Friday,4
18646,HYB-HWH EAST,Sunday,6
18695,ISLAMPUR-PAT,Wednesday,2
18696,PATNA-ISLAMP,Sunday,6
18697,PRNC-PNBE KO,Tuesday,1
18698,PNBE-SHC KOS,Friday,4
19015,SAURASHTRA E,Friday,4
19016,SAURASHTRA E,Thursday,3
19019,DEHRADUN EXP,Thursday,3
19020,DEHRADUN EXP,Saturday,5
19021,BDTS LJN EXP,Wednesday,2
19022,LJN BDTS EXP,Friday,4
19023,FZR JANATA E,Thursday,3
19024,FZR BCT JANT,Wednesday,2
19025,SURAT AMRAVA,Tuesday,1
19026,SURAT AMRAVA,Friday,4
19027,VIVEK EXPRES,Saturday,5
19028,VIVEK EXPRES,Thursday,3
19031,HARIDWAR MAI,Friday,4
19032,YOGA EXPRESS,Monday,0
19033,GUJARAT QUEE,Sunday,6
19034,GUJARAT QUEE,Sunday,6
19035,BRC ADI INTE,Tuesday,1
19036,ADI BRC INTE,Monday,0
19037,AVADH EXPRES,Friday,4
19038,AVADH EXPRES,Tuesday,1
19039,AVADH EXPRES,Saturday,5
19040,AVADH EXPRES,Sunday,6
19041,BANDRA(T) GC,Wednesday,2
19042,GCT BANDRA(T,Friday,4
19045,TAPTI GANGA,Thursday,3
19046,TAPTI GANGA,Wednesday,2
19051,SHRAMIK EXPR,Tuesday,1
19052,BL SHRAMIK E,Monday,0
19053,ST MFP EXPRE,Saturday,5
19054,MFP ST EXPRE,Sunday,6
19055,BL JODHPUR E,Thursday,3
19056,JU BL EXPRES,Wednesday,2
19057,UDN VARANASI,Friday,4
19058,BSB UDN EXP,Tuesday,1
19061,RAMNAGAR EXP,Tuesday,1
19062,RMR BDTS EXP,Wednesday,2
19063,DANAPUR EXPR,Wednesday,2
19064,DNR UDHNA  E,Thursday,3
19107,JANMABHOOMI,Friday,4
19108,JANMABHOOMI,Monday,0
19115,DDR BHUJ EXP,Friday,4
19116,BHUJ DDR EXP,Wednesday,2
19119,ADI SMNH EXP,Wednesday,2
19120,SMNH -ADI EX,Thursday,3
19151,GIMB - PNU,Sunday,6
19152,GIMB PNU EXP,Thursday,3
19165,SABARMATI EX,Friday,4
19166,SABARMATI EX,Thursday,3
19167,SABARMATI EX,Sunday,6
19168,SABARMATI EX,Saturday,5
19201,SC PBR  EXP,Thursday,3
19202,PBR SC EXPRE,Wednesday,2
19215,SAURASHTRA E,Saturday,5
19217,SAU JANATA E,Sunday,6
19218,SAU JANATA E,Tuesday,1
19223,ADI JAT EXPR,Monday,0
19224,JAT ADI EXPR,Friday,4
19225,BTI JAT EXP,Sunday,6
19226,JAT BTI EXP,Monday,0
19251,SMNH OKHA EX,Thursday,3
19252,OKHA SOMNATH,Thursday,3
19259,KCVL BVC EXP,Tuesday,1
19260,BVC KCVL EXP,Friday,4
19261,PORBANDAR EX,Thursday,3
19262,KOCHUVELI EX,Friday,4
19263,DELHI SR EXP,Wednesday,2
19264,DEE PORBNDR,Saturday,5
19269,PBR MOTIHARI,Sunday,6
19270,PBR EXPRESS,Wednesday,2
19301,YESHVANTPUR,Friday,4
19302,YPR  INDB EX,Thursday,3
19303,BHOPAL EXPRE,Sunday,6
19304,BPL INDB EXP,Thursday,3
19307,CHANDIGARH E,Sunday,6
19308,CDG  INDB  E,Tuesday,1
19309,GNC INDORE E,Friday,4
19310,INDORE GNC E,Friday,4
19311,PUNE INDORE,Wednesday,2
19312,INDB PUNE EX,Tuesday,1
19313,INDB RJPB  E,Thursday,3
19314,INDORE EXPRE,Tuesday,1
19321,INDB RJPB EX,Monday,0
19322,RJPB INDB EX,Tuesday,1
19323,INTERCITY EX,Thursday,3
19324,INDB INTERCI,Saturday,5
19325,IND AMRITSAR,Wednesday,2
19326,ASR INDB EXP,Monday,0
19327,RTM-UDZ PASS,Sunday,6
19328,COR-RTM PASS,Wednesday,2
19329,VEER BHUMI E,Saturday,5
19330,VIRBHUMI COR,Sunday,6
19331,KCVL INDORE,Friday,4
19332,INDB KCVL EX,Thursday,3
19401,ADI LUCKNOW,Monday,0
19402,LKO ADI EXP,Monday,0
19403,SULTANPUR EX,Monday,0
19404,SLN ADI EXP,Saturday,5
19407,ADI VARANASI,Tuesday,1
19408,BSB ADI EXP,Monday,0
19409,GORAKHPUR EX,Monday,0
19410,GKP ADI EXP,Tuesday,1
19411,AJMER INTERC,Sunday,6
19412,INTERCITY EX,Friday,4
19413,KOLKATA EXPR,Sunday,6
19414,KOAA ADI EXP,Saturday,5
19415,ADI SVDK EXP,Saturday,5
19416,SVDK ADI EXP,Friday,4
19419,MAS ADI EXPR,Saturday,5
19420,ADI CHENNAI,Friday,4
19421,ADI PNBE EXP,Wednesday,2
19422,PNBE ADI EXP,Thursday,3
19565,UTTARANCHAL,Friday,4
19566,UTTARANCHAL,Sunday,6
19567,VIVEK EXP,Thursday,3
19568,VIVEK EXPRES,Saturday,5
19571,RJT-PBR EXP,Monday,0
19572,PBR-RJT  EXP,Thursday,3
19573,JAIPUR EXPRE,Thursday,3
19574,JP OKHA EXP,Thursday,3
19575,OKHA  NDT EX,Wednesday,2
19576,NDT OKHA EXP,Sunday,6
19577,TEN  JAM EXP,Saturday,5
19578,JAM TEN EXPR,Saturday,5
19579,RJT DEE EXPR,Saturday,5
19580,DEE RJT EXP,Sunday,6
19601,UDZ NJP EXP,Sunday,6
19602,NJP UDZ EXPR,Monday,0
19607,KOAA AII EXP,Friday,4
19608,AII KOAA EXP,Tuesday,1
19609,UDZ HW EXP,Friday,4
19611,AJMER ASR EX,Monday,0
19612,ASR AJMER EX,Sunday,6
19613,AJMER ASR EX,Saturday,5
19614,ASR AII EXP,Wednesday,2
19659,SHM UDZ EXPR,Saturday,5
19660,UDZ SHM EXP,Saturday,5
19665,KURJ UDZ EXP,Tuesday,1
19666,UDZ KURJ EXP,Thursday,3
19707,ARAVALI EXPR,Sunday,6
19708,ARAVALI EXPR,Sunday,6
19709,KAVI GURU EX,Wednesday,2
19710,KYQ JP KAVIG,Monday,0
19711,JP BPL EXP,Tuesday,1
19712,BPL JAIPUR E,Tuesday,1
19713,JP SC EXP,Saturday,5
19714,SC JP EXP,Tuesday,1
19715,JP LJN EXP,Saturday,5
19716,LJN JP EXP,Thursday,3
19717,JP CDG INTER,Tuesday,1
19718,CDG JP INTER,Sunday,6
19803,KOTA-SVDK WE,Tuesday,1
19804,SVDK-KOTA WE,Friday,4
19805,KOTA-UHP WEE,Wednesday,2
19806,UHP-KOTA WEE,Saturday,5
19807,KOTA-JP EXP,Saturday,5
19808,JP-KOTA EXP,Friday,4
20501,AGTL - ANVT,Monday,0
20502,ANVT - AGTL,Saturday,5
20601,MAS-MDU WEEK,Friday,4
20602,MDU-MAS WEEK,Saturday,5
20651,SBC-SMET SF,Friday,4
20652,SMET-SBC  SF,Monday,0
20809,SBP-NED NAGA,Sunday,6
20810,NED-SBP NAGA,Wednesday,2
20811,VSKP-NANDED,Friday,4
20812,NANDED-VSKP,Wednesday,2
20813,PURI-JODHPUR,Tuesday,1
20814,JODHPUR-PURI,Saturday,5
20815,TATA-VSKP WE,Monday,0
20816,VSKP-TATA WE,Wednesday,2
20817,BBS-NDLS VIA,Saturday,5
20818,NDLS-BBS VIA,Wednesday,2
20889,HWH BZA HUMS,Friday,4
20890,BZA HWH HUMS,Thursday,3
20901,LINK EXPRESS,Sunday,6
20902,LINK EXPRESS,Sunday,6
20903,MAHAMANA SUP,Sunday,6
20904,MAHAMANA SUP,Wednesday,2
21067,LTT-PBH-RBL,Saturday,5
21068,RBL-PBH-LTT,Friday,4
21107,KURJ-BSB LIN,Saturday,5
21108,KURJ-BSB LIN,Tuesday,1
21125,INDORE BHIND,Friday,4
21126,BIX - INDB E,Friday,4
22101,CSMT-MMR RAJ,Friday,4
22102,MMR-CSMT RAJ,Saturday,5
22103,LTT-FD EXPRE,Monday,0
22104,FD-LTT SUPER,Tuesday,1
22105,INDRAYANI EX,Wednesday,2
22106,INDRAYANI EX,Sunday,6
22109,LTT NZM AC E,Thursday,3
22110,NZM LTT AC E,Sunday,6
22111,BSL-NGP INTE,Saturday,5
22112,NGP-BSL INTE,Thursday,3
22113,LTT-KCVL BI-,Tuesday,1
22114,KCVL-LTT BI-,Sunday,6
22115,LTT-KRMI AC,Thursday,3
22116,KRMI-LTT AC,Wednesday,2
22117,PUNE-AMI AC,Wednesday,2
22118,AMI-PUNE AC,Wednesday,2
22119,CSTM-KRMI TE,Sunday,6
22120,KRMI-CSTM TE,Monday,0
22121,LTT-LKO AC S,Tuesday,1
22122,LKO-LTT AC S,Saturday,5
22123,PUNE-AJNI AC,Thursday,3
22124,AJNI-PUNE-AC,Saturday,5
22125,NGP-ASR AC E,Monday,0
22126,ASR-NGP AC E,Monday,0
22127,LTT-KZJ ANAN,Thursday,3
22128,KZJ-LTT ANAN,Tuesday,1
22131,GYAN GANGA E,Wednesday,2
22132,GYAN GANGA S,Friday,4
22133,SUR-YPR EXP,Wednesday,2
22134,YPR-SUR EXP,Wednesday,2
22135,NGP-REWA EXP,Tuesday,1
22136,REWA-NGP EXP,Friday,4
22137,PRERANA EXPR,Tuesday,1
22138,PRERANA EXPR,Friday,4
22140,SUR-CSMT EXP,Thursday,3
22143,CSMT-BIDAR E,Saturday,5
22144,BIDAR-CSMT E,Thursday,3
22145,PVR - MIRAJ,Saturday,5
22146,MRJ -PVR SUP,Saturday,5
22147,DR-SNSI SF E,Wednesday,2
22148,SNSI-DR SF E,Sunday,6
22149,ERS-PUNE SF,Tuesday,1
22150,PUNE-ERS SF,Monday,0
22151,PUNE-KZJ SF,Wednesday,2
22152,KZJ-PUNE SF,Monday,0
22161,BHOPAL-DAMOH,Saturday,5
22162,DAMOH-BHOPAL,Wednesday,2
22163,BPL-KURJ MAH,Sunday,6
22164,KURJ-BPL MAH,Thursday,3
22165,BPL-SGRL SF,Monday,0
22166,SGRL-BPL SF,Thursday,3
22168,NZM-SGRL SF,Thursday,3
22181,JBP-NZM DAIL,Thursday,3
22182,NZM-JBP DAIL,Friday,4
22187,HBJ-JBP INTE,Monday,0
22188,JBP-HBJ INTE,Thursday,3
22189,JBP-REWA INT,Thursday,3
22190,REWA-JBP INT,Wednesday,2
22191,IND-JBP OVER,Sunday,6
22192,JBP- IND OVE,Wednesday,2
22201,DURONTO EXPR,Wednesday,2
22202,DURONTO EXPR,Friday,4
22203,VSKP-SCAC DU,Wednesday,2
22204,SC-VSKP AC,Wednesday,2
22205,MAS-MDU DURA,Wednesday,2
22206,MDU-MAS  DUR,Thursday,3
22207,MAS-TVC AC E,Monday,0
22208,TVC-MAS AC E,Tuesday,1
22209,NDLS DURONTO,Saturday,5
22210,BCT DURONTO,Monday,0
22213,SHM-PNBE DUR,Wednesday,2
22214,PNBE - SHM D,Monday,0
22307,MTD-BKN,Sunday,6
22308,BKN-MTD,Saturday,5
22309,HWH NJP AC E,Saturday,5
22310,NJP HWH AC,Thursday,3
22321,HOOL EXP,Tuesday,1
22322,HOOL EXP,Wednesday,2
22323,KOAA GCT SHA,Saturday,5
22324,GCT KOAA WEE,Monday,0
22351,PPTA - YPR E,Wednesday,2
22352,YPR - PPTA E,Monday,0
22356,CDG - PPTA S,Thursday,3
22387,BLACKDIMOND,Thursday,3
22388,BLACKDIAMOND,Thursday,3
22401,DEE-UHP AC E,Tuesday,1
22402,UHP-DEE AC E,Thursday,3
22403,PDY-NDLS WEE,Thursday,3
22404,NDLS-PDY WEE,Tuesday,1
22405,BGP-ANVT GAR,Sunday,6
22406,ANVT-BGP GAR,Wednesday,2
22407,BSB-ANVT GAR,Friday,4
22408,ANVT-BSB GAR,Wednesday,2
22409,GAYA -ANVT G,Friday,4
22410,ANVT-GAYA GA,Saturday,5
22411,NHLN-NDLS AC,Sunday,6
22412,NDLS-NHLN AC,Saturday,5
22413,MAO-NZM RAJD,Monday,0
22414,NZM-MAO RAJD,Monday,0
22415,SUPERFAST AC,Friday,4
22416,NDLS-VSKP AC,Wednesday,2
22417,MAHAMANA EXP,Wednesday,2
22418,MAHAMANA EXP,Saturday,5
22419,GCT-ANVT SUH,Monday,0
22420,ANVT-GCT SUH,Monday,0
22421,DEE BGKT SF,Tuesday,1
22422,BGKT DEE SF,Thursday,3
22423,GKP-ASR SUPE,Tuesday,1
22424,ASR-GKP SUPE,Friday,4
22427,BUI-ANVT SUF,Saturday,5
22428,ANVT-BUI SUF,Sunday,6
22429,DLI-PTK EXP,Friday,4
22430,PTK-DLI SUPE,Friday,4
22431,ALD-UHP BI-W,Sunday,6
22432,UHP-ALD BI-W,Saturday,5
22433,GCT-ANVT EXP,Sunday,6
22434,ANVT-GCT EXP,Monday,0
22441,ALD-CNB-INTE,Thursday,3
22442,CNB-ALD-INTE,Wednesday,2
22443,CNB-BDTS EXP,Sunday,6
22444,BDTS  CNB EX,Saturday,5
22445,CNB ASR SUPE,Wednesday,2
22446,ASR CNB EXPR,Thursday,3
22447,NZM-KURJ-S.K,Monday,0
22448,NZM-KURJ-S.,Wednesday,2
22451,BDTS - CDG E,Tuesday,1
22452,CDG - BDTS E,Saturday,5
22453,RAJYA RANI E,Thursday,3
22454,RAJYA RANI E,Monday,0
22455,SNSI-KLK SUP,Friday,4
22456,KLK-SNSI SUP,Thursday,3
22457,NED-NLDM SUP,Monday,0
22458,NLDM-NED SUP,Tuesday,1
22461,SHRI SHAKTI,Thursday,3
22462,SHRI SHAKTI,Monday,0
22463,MTD-BKN  LIN,Saturday,5
22464,BKN-MTD  LIN,Monday,0
22471,BKN DEE SF E,Sunday,6
22472,DEE BKN SF E,Tuesday,1
22473,BKN BDTS SF,Friday,4
22474,BDTS BKN SF,Monday,0
22475,BKN CBE AC S,Tuesday,1
22476,CBE BKN AC S,Saturday,5
22477,JU JP SF EXP,Thursday,3
22478,JP JU SF EXP,Wednesday,2
22481,JU DEE SF EX,Tuesday,1
22482,DEE JU SF EX,Saturday,5
22483,JU GIMB SF E,Monday,0
22484,JODHPUR EXPR,Saturday,5
22487,RDP-KIR EXPR,Thursday,3
22488,KIR-RDP EXPR,Friday,4
22497,SGNR TPJ HUM,Thursday,3
22501,SBC - NTSK S,Wednesday,2
22502,NTSK - SBC S,Friday,4
22511,KARMABHOOMI,Tuesday,1
22512,KARMABHOOMI,Saturday,5
22531,chhapra-math,Thursday,3
22532,mathura - ch,Sunday,6
22601,MAS-SNSI EXP,Friday,4
22602,SNSI-MAS EXP,Monday,0
22603,KGP VM BI-WK,Sunday,6
22604,VM-KGP BI-WK,Monday,0
22605,PRR-VM WKLY,Saturday,5
22606,VM-PRR WKLY,Sunday,6
22607,BANGALORE SF,Tuesday,1
22608,ERNAKULAM SF,Saturday,5
22609,MAQ-CBE INTE,Friday,4
22610,CBE-MAQ INTE,Wednesday,2
22611,MAS NJP EXPR,Saturday,5
22612,NJP MAS EXPR,Monday,0
22613,MAS-HLZ WEEK,Friday,4
22614,HLZ-MAS WEEK,Monday,0
22615,TPTY-CBE  EX,Monday,0
22616,CBE-TPTY EXP,Monday,0
22617,SBC-TPTY  EX,Monday,0
22618,TPTY-SBC  EX,Tuesday,1
22619,BSP TEN  WEE,Monday,0
22620,TEN BSP  WEE,Monday,0
22621,RMM-CAPE SUP,Sunday,6
22622,CAPE-RMM SUP,Tuesday,1
22623,MS MDU SUPER,Thursday,3
22624,MDU MS SUPER,Sunday,6
22625,MAS-SBC AC D,Monday,0
22626,SBC-MAS AC D,Saturday,5
22627,TPJ-TVC INTE,Wednesday,2
22628,TVC-TPJ INTE,Friday,4
22629,DADAR TEN EX,Sunday,6
22630,TEN DR EXPRE,Friday,4
22631,MAS-BKN ANUR,Thursday,3
22632,BKN-MAS  ANU,Monday,0
22633,NIZAMUDDIN E,Wednesday,2
22634,NZM TVC SF E,Sunday,6
22635,MAQ INTERCIT,Saturday,5
22636,MAQ-MAO SF I,Sunday,6
22637,WEST COAST E,Monday,0
22638,WEST COAST E,Friday,4
22639,ALLEPPEY EXP,Friday,4
22640,CHENNAI EXPR,Sunday,6
22641,SHALIMAR EXP,Tuesday,1
22642,SHM TVC SF E,Thursday,3
22643,PATNA EXPRES,Saturday,5
22644,PNBE ERS EXP,Friday,4
22645,AHILYANAGARI,Friday,4
22646,AHILYANAGARI,Monday,0
22647,KRBA TVC EXP,Saturday,5
22648,TVC KRBA SF,Friday,4
22649,YERCAUD EXPR,Wednesday,2
22650,YERCAUD EXP,Sunday,6
22651,MAS-PGT  EXP,Thursday,3
22652,PGT-MAS SF E,Friday,4
22653,TVC-NZM WKLY,Wednesday,2
22654,NZM-TVC WKLY,Saturday,5
22655,TVC-NZM WKLY,Thursday,3
22656,NZM-TVC WKLY,Tuesday,1
22659,KCVL-DDN  EX,Saturday,5
22660,DDN KCVL SUP,Friday,4
22661,MS-RMM SUPER,Thursday,3
22662,RMM-MS SUPER,Saturday,5
22663,MS-JU WEEKLY,Thursday,3
22664,JU-MS WEEKLY,Monday,0
22667,NCJ-CBE SUPE,Friday,4
22668,CBE-NCJ SUPE,Friday,4
22669,TN-CBE LINK,Friday,4
22670,CBE-TN LINK,Thursday,3
22677,YPR-KCVL A/C,Tuesday,1
22678,KCVL-YPR A/C,Sunday,6
22679,YPR-HAS SUPE,Saturday,5
22680,HAS-YPR SUPE,Thursday,3
22681,MYS-MAS EXPR,Thursday,3
22682,MAS-MYS EXPR,Wednesday,2
22683,YPR-LKO WEEK,Friday,4
22684,LKO-YPR WEEK,Monday,0
22685,YPR-CDG BI-,Wednesday,2
22686,CDG-YPR BI W,Monday,0
22687,SRE-CDG LINK,Saturday,5
22688,CDG-MAS LINK,Friday,4
22691,BANGALORE RA,Tuesday,1
22692,BANGALORE RA,Friday,4
22697,UBL CHENNAI,Sunday,6
22698,MAS- HUBLI E,Sunday,6
22705,TPTY-JAT,Friday,4
22706,JAT-TPTY,Monday,0
22707,VSKP-TPTY WK,Thursday,3
22708,TPTY-VSKP TR,Friday,4
22801,VSKP MAS WEE,Monday,0
22803,HWH-SBP S/F,Wednesday,2
22804,SBP-HWH S/F,Friday,4
22805,BBS ANVT WEE,Wednesday,2
22806,ANVT BBS WEE,Friday,4
22807,SRC - MAS AC,Saturday,5
22808,MAS - SRC AC,Tuesday,1
22809,PRDP-VSKP WE,Saturday,5
22810,VSKP-PRDP WE,Friday,4
22811,BBS-NDLS RAJ,Friday,4
22812,NDLS-BBS RAJ,Thursday,3
22813,SRC-PRDP WEE,Sunday,6
22814,PRDP-SRC WEE,Tuesday,1
22815,BSP - ERS SF,Sunday,6
22816,ERS - BSP SF,Tuesday,1
22817,HWH-MYS SF E,Wednesday,2
22818,MYS - HWH SF,Tuesday,1
22819,BBS-VSKP SF,Monday,0
22821,JHG-PRR BI-W,Saturday,5
22822,PRR-JGM EXPR,Sunday,6
22823,BBS-NDLS RAJ,Tuesday,1
22824,NDLS-BBS RAJ,Sunday,6
22825,SHM - MAS S/,Saturday,5
22826,MAS - SHM EX,Wednesday,2
22827,PURI-SURAT S,Tuesday,1
22828,SURAT-PURI S,Friday,4
22829,BVJ - SHM EX,Tuesday,1
22830,SHM-BVJ EXP,Thursday,3
22831,HWH-SRI SATY,Friday,4
22832,SRISATYASAIP,Monday,0
22833,BBS-KJM WEEK,Monday,0
22834,KJM-BBS WEEK,Sunday,6
22835,SHM-PURI S/F,Tuesday,1
22836,PURI-SHM S/F,Wednesday,2
22837,HTE ERS DHAR,Friday,4
22838,ERS HTE DHAR,Saturday,5
22839,ROU-BBS INTE,Monday,0
22840,BBS-ROU INTE,Monday,0
22843,BSP - PNBE S,Sunday,6
22844,PNBE - BSP S,Tuesday,1
22845,PUNE - HTE E,Monday,0
22846,HTE PUNE EXP,Wednesday,2
22847,VSKP-LTT S/F,Monday,0
22848,LTT-VSKP S/F,Saturday,5
22849,SHM - SC S/F,Thursday,3
22850,SC-SHM SF EX,Wednesday,2
22851,SRC - MAQ SF,Friday,4
22852,MAQ - SRC SF,Monday,0
22853,SHM - VSKP W,Thursday,3
22854,VSKP-SHM WEK,Sunday,6
22855,SRC - TPTY W,Sunday,6
22856,TPTY-SRC,Wednesday,2
22857,SRC ANVT WEE,Saturday,5
22858,ANVT SRC WEK,Wednesday,2
22859,PURI-MAS S/F,Saturday,5
22860,MAS-PURI S/F,Tuesday,1
22861,SHM-ADRA RAJ,Friday,4
22862,SHM-ADRA RAJ,Wednesday,2
22863,HWH-YPR WEEK,Monday,0
22864,YPR-HWH AC E,Sunday,6
22865,LTT-PURI S/F,Wednesday,2
22866,PURI-LTT S/F,Tuesday,1
22867,DURG-NZM HUM,Thursday,3
22868,NZM-DURG HUM,Friday,4
22869,VSKP-MAS S/F,Thursday,3
22870,MAS-VSKP S/F,Thursday,3
22871,BBS-TPTY S/F,Friday,4
22872,TPTY-BBS S/F,Thursday,3
22873,DGHA-VSKP S/,Sunday,6
22874,VSKP-DGHA S/,Thursday,3
22875,KGP-PRR EXPR,Saturday,5
22876,PRR-KGP EXPR,Monday,0
22877,HWH-ERS ANTY,Saturday,5
22878,ERS-HWH ANTY,Friday,4
22879,BBS-TPTY S/F,Wednesday,2
22880,TPTY-BBS S/F,Sunday,6
22881,PUNE-BBS S/F,Saturday,5
22882,BBS-PUNE S/F,Wednesday,2
22883,PURI-YPR GAR,Sunday,6
22884,YPR-PURI GAR,Sunday,6
22885,LTT-TATA ANT,Thursday,3
